source_file,broker,sheet_name,valuation_date,product_id,association_code,custodian_id,custodian_name,adapter_key,route_source,raw_row_index,instrument_name,instrument_code_raw,instrument_code_std,exchange,asset_type,quantity,unit_cost,cost,market_price,market_value,unrealized_pnl,subject_code,subject_name,suspension_info,review_flag,review_note
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),35,博迁新材,605376,605376.SH,SH,a_share,1.0,31.66,310224.0,38.35,375830.0,65606.0,1102.01.01.605376 SH,博迁新材,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),38,中微公司,688012,688012.SH,SH,a_share,1.0,190.62,38123.64,189.69,37938.0,-185.64,1102.02.01.688012 SH,中微公司,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),41,美的集团,000333,000333.SZ,SZ,a_share,1.0,68.53,822396.08,76.5,918000.0,95603.92,1102.33.01.000333 SZ,美的集团,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),42,我爱我家,000560,000560.SZ,SZ,a_share,1.0,3.36,33301.89,3.05,30195.0,-3106.89,1102.33.01.000560 SZ,我爱我家,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),43,泸州老窖,000568,000568.SZ,SZ,a_share,1.0,144.0,144000.0,134.12,134120.0,-9880.0,1102.33.01.000568 SZ,泸州老窖,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),44,杰瑞股份,002353,002353.SZ,SZ,a_share,1.0,37.32,186594.0,37.12,185600.0,-994.0,1102.33.01.002353 SZ,杰瑞股份,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),45,北方华创,002371,002371.SZ,SZ,a_share,1.0,448.84,44884.0,430.4,43040.0,-1844.0,1102.33.01.002371 SZ,北方华创,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),46,申通快递,002468,002468.SZ,SZ,a_share,1.0,12.14,36424.0,11.79,35370.0,-1054.0,1102.33.01.002468 SZ,申通快递,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),47,立讯精密,002475,002475.SZ,SZ,a_share,1.0,40.0,232003.57,40.78,236524.0,4520.43,1102.33.01.002475 SZ,立讯精密,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),48,天赐材料,002709,002709.SZ,SZ,a_share,1.0,21.02,31523.88,19.18,28770.0,-2753.88,1102.33.01.002709 SZ,天赐材料,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),51,同花顺,300033,300033.SZ,SZ,a_share,1.0,286.91,28691.0,296.9,29690.0,999.0,1102.34.01.300033 SZ,同花顺,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),54,吉利汽车,00175,00175.HK,HK,hk_equity,0.9353,13.79,140769.2,17.0,174901.1,34131.9,1102.65.01.00175 HG,吉利汽车,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),55,康师傅控股,00322,00322.HK,HK,hk_equity,0.9353,12.52,70025.36,12.6,70708.68,683.32,1102.65.01.00322 HG,康师傅控股,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),56,腾讯控股,00700,00700.HK,HK,hk_equity,0.9353,376.87,767508.19,509.0,1047348.94,279840.75,1102.65.01.00700 HG,腾讯控股,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),57,信义玻璃,00868,00868.HK,HK,hk_equity,0.9353,8.2,99170.17,8.04,97757.56,-1412.61,1102.65.01.00868 HG,信义玻璃,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),58,中国移动,00941,00941.HK,HK,hk_equity,0.9353,74.4,348256.31,82.55,386045.08,37788.77,1102.65.01.00941 HG,中国移动,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),59,中芯国际,00981,00981.HK,HK,hk_equity,0.9353,47.6,22297.74,50.35,23546.18,1248.44,1102.65.01.00981 HG,中芯国际,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),60,华润置地,01109,01109.HK,HK,hk_equity,0.9353,26.05,231142.55,25.75,228797.76,-2344.79,1102.65.01.01109 HG,华润置地,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),61,华润万象生活,01209,01209.HK,HK,hk_equity,0.9353,33.4,31234.01,34.75,32501.68,1267.67,1102.65.01.01209 HG,华润万象生活,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),62,中国有色矿业,01258,01258.HK,HK,hk_equity,0.9353,5.77,26983.98,5.82,27217.23,233.25,1102.65.01.01258 HG,中国有色矿业,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),63,小米集团－Ｗ,01810,01810.HK,HK,hk_equity,0.9353,19.28,31717.37,51.7,87039.02,55321.65,1102.65.01.01810 HG,小米集团－Ｗ,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),64,理想汽车－Ｗ,02015,02015.HK,HK,hk_equity,0.9353,90.96,236144.32,103.2,270264.29,34119.97,1102.65.01.02015 HG,理想汽车－Ｗ,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),65,安踏体育,02020,02020.HK,HK,hk_equity,0.9353,80.14,343220.59,89.5,385063.01,41842.42,1102.65.01.02020 HG,安踏体育,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),66,申洲国际,02313,02313.HK,HK,hk_equity,0.9353,58.0,65086.44,61.25,68744.55,3658.11,1102.65.01.02313 HG,申洲国际,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),67,中国财险,02328,02328.HK,HK,hk_equity,0.9353,12.65,165652.05,14.54,190389.67,24737.62,1102.65.01.02328 HG,中国财险,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),68,长城汽车,02333,02333.HK,HK,hk_equity,0.9353,15.06,98191.42,14.4,94278.24,-3913.18,1102.65.01.02333 HG,长城汽车,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),69,贝壳－Ｗ,02423,02423.HK,HK,hk_equity,0.9353,60.22,162804.45,55.9,151621.48,-11182.97,1102.65.01.02423 HG,贝壳－Ｗ,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),70,中国太保,02601,02601.HK,HK,hk_equity,0.9353,23.15,159656.76,25.0,173030.5,13373.74,1102.65.01.02601 HG,中国太保,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),71,紫金矿业,02899,02899.HK,HK,hk_equity,0.9353,14.98,112679.47,17.82,133336.37,20656.9,1102.65.01.02899 HG,紫金矿业,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),72,协鑫科技,03800,03800.HK,HK,hk_equity,0.9353,1.26,64601.11,1.01,51955.92,-12645.19,1102.65.01.03800 HG,协鑫科技,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),73,洛阳钼业,03993,03993.HK,HK,hk_equity,0.9353,5.69,95821.15,6.64,111787.06,15965.91,1102.65.01.03993 HG,洛阳钼业,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),74,康方生物,09926,09926.HK,HK,hk_equity,0.9353,69.2,258160.18,70.95,265438.14,7277.96,1102.65.01.09926 HG,康方生物,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),75,阿里巴巴－Ｗ,09988,09988.HK,HK,hk_equity,0.9353,90.23,524484.01,130.1,778768.19,254284.18,1102.65.01.09988 HG,阿里巴巴－Ｗ,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),79,鸿路转债,128134,128134.SZ,SZ,a_share,1.0,110.91,55457.4,112.98,56490.0,1032.6,1103.61.01.128134 SZ,鸿路转债,正常交易,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),81,鸿路转债,128134,128134.SZ,SZ,a_share,1.0,,419.18,0.0,419.18,,1103.61.03.128134 SZ,鸿路转债,,,
data_samples\raw\PRODUCT_006_资产估值表_20250327.xls,CUSTODIAN_GROUP_003,Sheet1,2025-03-27,PRODUCT_006,,CUSTODIAN_003,CUSTODIAN_GROUP_003,citics,mapping(product_id),85,华宝中证全指证券公司ETF,512000,512000.SH,SH,fund_or_etf,1.0,1.09,76080.0,1.059,74130.0,-1950.0,1105.02.01.512000 SH,华宝中证全指证券公司ETF,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),37,万华化学,600309,600309.SH,SH,a_share,1953100.0,84.65,165331135.06,68.53,133845943.0,-31485192.06,1102.01.01.600309 SH,万华化学,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),38,宝丰能源,600989,600989.SH,SH,a_share,2330600.0,14.53,33859940.95,15.86,36963316.0,3103375.05,1102.01.01.600989 SH,宝丰能源,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),39,隆基绿能,601012,601012.SH,SH,a_share,10457752.0,17.22,180123670.77,17.04,178200094.08,-1923576.69,1102.01.01.601012 SH,隆基绿能,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),40,赛轮轮胎,601058,601058.SH,SH,a_share,7810768.0,12.37,96607562.85,14.81,115677474.08,19069911.23,1102.01.01.601058 SH,赛轮轮胎,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),41,博迁新材,605376,605376.SH,SH,a_share,573000.0,40.36,23129114.0,38.35,21974550.0,-1154564.0,1102.01.01.605376 SH,博迁新材,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),44,石基信息,002153,002153.SZ,SZ,a_share,14642700.0,11.45,167633962.46,8.08,118313016.0,-49320946.46,1102.33.01.002153 SZ,石基信息,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),45,海大集团,002311,002311.SZ,SZ,a_share,657600.0,43.53,28627290.62,50.13,32965488.0,4338197.38,1102.33.01.002311 SZ,海大集团,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),46,杰瑞股份,002353,002353.SZ,SZ,a_share,3622734.0,37.39,135441230.01,37.12,134475886.08,-965343.93,1102.33.01.002353 SZ,杰瑞股份,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),47,海康威视,002415,002415.SZ,SZ,a_share,10695800.0,38.32,409909516.45,31.08,332425464.0,-77484052.45,1102.33.01.002415 SZ,海康威视,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),48,立讯精密,002475,002475.SZ,SZ,a_share,13432500.0,33.68,452417264.11,40.78,547777350.0,95360085.89,1102.33.01.002475 SZ,立讯精密,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),51,腾讯控股,00700,00700.HK,HK,hk_equity,160200.0,418.24,63201752.27,509.0,76266045.54,13064293.27,1102.65.01.00700 HG,腾讯控股,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),52,理想汽车－Ｗ,02015,02015.HK,HK,hk_equity,1517200.0,104.82,146154066.63,103.2,146444634.91,290568.28,1102.65.01.02015 HG,理想汽车－Ｗ,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),53,安踏体育,02020,02020.HK,HK,hk_equity,4692600.0,79.96,344482124.13,89.5,392814495.81,48332371.68,1102.65.01.02020 HG,安踏体育,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),54,申洲国际,02313,02313.HK,HK,hk_equity,173800.0,61.15,9938994.0,61.25,9956502.33,17508.33,1102.65.01.02313 HG,申洲国际,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),55,康方生物,09926,09926.HK,HK,hk_equity,4122000.0,62.26,236914832.95,70.95,273534003.27,36619170.32,1102.65.01.09926 HG,康方生物,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),56,阿里巴巴－Ｗ,09988,09988.HK,HK,hk_equity,1523800.0,90.63,129878461.69,130.1,185419839.21,55541377.52,1102.65.01.09988 HG,阿里巴巴－Ｗ,正常交易,,
data_samples\raw\PRODUCT_008委托资产资产估值表20250327.xls,CUSTODIAN_GROUP_002,Sheet1,2025-03-27,PRODUCT_008,,CUSTODIAN_002,CUSTODIAN_GROUP_002,cmsc,mapping(product_id),59,惠泰医疗,688617,688617.SH,SH,a_share,17950.0,365.86,6567273.36,393.0,7054350.0,487076.64,1102.C1.01.688617 SH,惠泰医疗,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),34,万华化学,600309,600309.SH,SH,a_share,448300.0,82.54,37004024.68,68.53,30721999.0,-6282025.68,11020101600309,万华化学,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),35,隆基绿能,601012,601012.SH,SH,a_share,5078975.0,17.22,87484370.82,17.04,86545734.0,-938636.82,11020101601012,隆基绿能,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),36,赛轮轮胎,601058,601058.SH,SH,a_share,2176400.0,12.82,27906459.56,14.81,32232484.0,4326024.44,11020101601058,赛轮轮胎,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),37,博迁新材,605376,605376.SH,SH,a_share,267600.0,40.34,10795361.0,38.35,10262460.0,-532901.0,11020101605376,博迁新材,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),41,石基信息,002153,002153.SZ,SZ,a_share,6751100.0,8.1,54680503.65,8.08,54548888.0,-131615.65,11023101002153,石基信息,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),42,杰瑞股份,002353,002353.SZ,SZ,a_share,1737600.0,37.41,65008416.37,37.12,64499712.0,-508704.37,11023101002353,杰瑞股份,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),43,海康威视,002415,002415.SZ,SZ,a_share,5091200.0,36.67,186680388.74,31.08,158234496.0,-28445892.74,11023101002415,海康威视,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),44,立讯精密,002475,002475.SZ,SZ,a_share,4395800.0,34.76,152776384.54,40.78,179260724.0,26484339.46,11023101002475,立讯精密,正常交易,,
