source_file,broker,sheet_name,valuation_date,product_id,association_code,custodian_id,custodian_name,adapter_key,route_source,raw_row_index,instrument_name,instrument_code_raw,instrument_code_std,exchange,asset_type,quantity,unit_cost,cost,market_price,market_value,unrealized_pnl,subject_code,subject_name,suspension_info,review_flag,review_note
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),48,康师傅控股,00322,00322.HK,HK,hk_equity,770000.0,10.98,8453580.15,11.78,9074280.6,620700.45,11028101H00322,康师傅控股,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),49,腾讯控股,00700,00700.HK,HK,hk_equity,161800.0,337.99,54687286.31,476.07,77027753.86,22340467.55,11028101H00700,腾讯控股,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),50,理想汽车－Ｗ,02015,02015.HK,HK,hk_equity,649400.0,94.9,61628547.58,96.52,62682010.22,1053462.64,11028101H02015,理想汽车－Ｗ,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),51,安踏体育,02020,02020.HK,HK,hk_equity,1444600.0,77.53,111999459.72,83.71,120926527.01,8927067.29,11028101H02020,安踏体育,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),52,申洲国际,02313,02313.HK,HK,hk_equity,375600.0,58.09,21818680.37,57.29,21517044.15,-301636.22,11028101H02313,申洲国际,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),53,李宁,02331,02331.HK,HK,hk_equity,872500.0,33.74,29433816.29,15.99,13954442.18,-15479374.11,11028101H02331,李宁,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),54,康方生物,09926,09926.HK,HK,hk_equity,1971000.0,61.92,122046282.65,66.36,130794643.49,8748360.84,11028101H09926,康方生物,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),55,阿里巴巴－Ｗ,09988,09988.HK,HK,hk_equity,1954600.0,77.68,151837421.53,121.68,237840673.14,86003251.61,11028101H09988,阿里巴巴－Ｗ,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),59,晶丰明源,688368,688368.SH,SH,a_share,477876.0,71.05,33951060.36,93.57,44714857.32,10763796.96,1102C101688368,晶丰明源,正常交易,,
data_samples\raw\PRODUCT_010_证券投资基金估值表_2025-03-27.xls,CUSTODIAN_GROUP_004,Sheet1,2025-03-27,PRODUCT_010,,CUSTODIAN_004,CUSTODIAN_GROUP_004,orient,mapping(product_id),60,惠泰医疗,688617,688617.SH,SH,a_share,8346.0,366.13,3055703.94,393.0,3279978.0,224274.06,1102C101688617,惠泰医疗,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),33,万华化学,600309,600309.SH,SH,a_share,8100.0,68.29,553150.0,68.53,555093.0,1943.0,11020101600309,万华化学,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),34,赛轮轮胎,601058,601058.SH,SH,a_share,19900.0,15.26,303710.12,14.81,294719.0,-8991.12,11020101601058,赛轮轮胎,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),35,赛力斯,601127,601127.SH,SH,a_share,1200.0,127.96,153553.9,126.9,152280.0,-1273.9,11020101601127,赛力斯,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),36,洛阳钼业,603993,603993.SH,SH,a_share,160900.0,7.84,1261291.8,7.79,1253411.0,-7880.8,11020101603993,洛阳钼业,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),37,博迁新材,605376,605376.SH,SH,a_share,162100.0,32.69,5298699.39,38.35,6216535.0,917835.61,11020101605376,博迁新材,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),46,美的集团,000333,000333.SZ,SZ,a_share,22200.0,75.84,1683743.0,76.5,1698300.0,14557.0,11023101000333,美的集团,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),47,申通快递,002468,002468.SZ,SZ,a_share,190000.0,11.55,2194557.14,11.79,2240100.0,45542.86,11023101002468,申通快递,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),48,立讯精密,002475,002475.SZ,SZ,a_share,36000.0,38.6,1389686.25,40.78,1468080.0,78393.75,11023101002475,立讯精密,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),55,腾讯控股,00700,00700.HK,HK,hk_equity,12600.0,379.58,4782698.95,476.07,5998453.02,1215754.07,11028101H00700,腾讯控股,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),56,中芯国际,00981,00981.HK,HK,hk_equity,26000.0,49.84,1295940.83,47.09,1224401.23,-71539.6,11028101H00981,中芯国际,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),57,五矿资源,01208,01208.HK,HK,hk_equity,92000.0,2.96,272727.15,2.65,243514.71,-29212.44,11028101H01208,五矿资源,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),58,小米集团－Ｗ,01810,01810.HK,HK,hk_equity,6800.0,43.49,295714.5,48.36,328814.07,33099.57,11028101H01810,小米集团－Ｗ,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),59,安踏体育,02020,02020.HK,HK,hk_equity,22000.0,88.24,1941198.01,83.71,1841605.7,-99592.31,11028101H02020,安踏体育,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),60,长城汽车,02333,02333.HK,HK,hk_equity,114500.0,14.23,1628903.83,13.47,1542122.64,-86781.19,11028101H02333,长城汽车,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),61,紫金矿业,02899,02899.HK,HK,hk_equity,64000.0,17.14,1097102.39,16.67,1066690.94,-30411.45,11028101H02899,紫金矿业,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),62,洛阳钼业,03993,03993.HK,HK,hk_equity,51000.0,5.78,294854.53,6.21,316729.99,21875.46,11028101H03993,洛阳钼业,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),63,康方生物,09926,09926.HK,HK,hk_equity,60000.0,66.03,3961928.53,66.36,3981572.1,19643.57,11028101H09926,康方生物,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),64,阿里巴巴－Ｗ,09988,09988.HK,HK,hk_equity,9200.0,110.64,1017889.93,121.68,1119479.28,101589.35,11028101H09988,阿里巴巴－Ｗ,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),65,泡泡玛特,09992,09992.HK,HK,hk_equity,7000.0,114.7,802893.6,143.76,1006289.27,203395.67,11028101H09992,泡泡玛特,正常交易,,
data_samples\raw\PRODUCT_012_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_012,,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(product_id),81,华夏恒生科技ETF(QDII),513180,513180.SH,SH,fund_or_etf,718600.0,0.78,560508.0,0.771,554040.6,-6467.4,11050301513180,华夏恒生科技ETF(QDII),正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),25,博迁新材,605376,605376.SH,SH,a_share,15600.0,30.23,471641.29,38.35,598260.0,126618.71,11020101605376,博迁新材,正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),30,杰瑞股份,002353,002353.SZ,SZ,a_share,12100.0,38.74,468723.09,37.12,449152.0,-19571.09,11023101002353,杰瑞股份,正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),31,申通快递,002468,002468.SZ,SZ,a_share,24100.0,11.03,265823.0,11.79,284139.0,18316.0,11023101002468,申通快递,正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),37,腾讯控股,00700,00700.HK,HK,hk_equity,1700.0,477.07,811026.17,476.07,809315.09,-1711.08,11028101H00700,腾讯控股,正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),38,安踏体育,02020,02020.HK,HK,hk_equity,800.0,91.24,72988.76,83.71,66967.48,-6021.28,11028101H02020,安踏体育,正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),39,长城汽车,02333,02333.HK,HK,hk_equity,52000.0,14.55,756698.86,13.47,700352.64,-56346.22,11028101H02333,长城汽车,正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),40,京东健康,06618,06618.HK,HK,hk_equity,42750.0,31.6,1350791.6,31.43,1343464.92,-7326.68,11028101H06618,京东健康,正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),41,阿里巴巴－Ｗ,09988,09988.HK,HK,hk_equity,8700.0,121.69,1058661.27,121.68,1058638.01,-23.26,11028101H09988,阿里巴巴－Ｗ,正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),50,嘉和美康,688246,688246.SH,SH,a_share,10501.0,42.0,441042.0,32.59,342227.59,-98814.41,1102C101688246,嘉和美康,正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),51,骄成超声,688392,688392.SH,SH,a_share,7790.0,46.98,366001.67,49.19,383190.1,17188.43,1102C101688392,骄成超声,正常交易,,
data_samples\raw\XXX007_PRODUCT_007_估值表_20250327.xls,CUSTODIAN_GROUP_006,Sheet1,2025-03-27,PRODUCT_007,XXX007,CUSTODIAN_006,CUSTODIAN_GROUP_006,gtja,mapping(custodian_name_chinese),52,海泰新光,688677,688677.SH,SH,a_share,11694.0,39.5,461900.99,38.92,455130.48,-6770.51,1102C101688677,海泰新光,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),26,万华化学,600309,600309.SH,SH,a_share,3300.0,68.3,225385.0,68.53,226149.0,764.0,11020101600309,万华化学,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),27,赛轮轮胎,601058,601058.SH,SH,a_share,7400.0,15.6,115419.83,14.81,109594.0,-5825.83,11020101601058,赛轮轮胎,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),28,赛力斯,601127,601127.SH,SH,a_share,1100.0,127.69,140457.75,126.9,139590.0,-867.75,11020101601127,赛力斯,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),29,洛阳钼业,603993,603993.SH,SH,a_share,28300.0,8.05,227815.0,7.79,220457.0,-7358.0,11020101603993,洛阳钼业,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),30,博迁新材,605376,605376.SH,SH,a_share,67800.0,32.76,2220856.0,38.35,2600130.0,379274.0,11020101605376,博迁新材,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),34,美的集团,000333,000333.SZ,SZ,a_share,9000.0,75.84,682580.0,76.5,688500.0,5920.0,11023101000333,美的集团,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),35,申通快递,002468,002468.SZ,SZ,a_share,86300.0,11.55,996742.47,11.79,1017477.0,20734.53,11023101002468,申通快递,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),36,立讯精密,002475,002475.SZ,SZ,a_share,17200.0,39.24,674949.84,40.78,701416.0,26466.16,11023101002475,立讯精密,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),40,腾讯控股,00700,00700.HK,HK,hk_equity,5500.0,384.78,2116314.08,476.07,2618372.35,502058.27,11028101H00700,腾讯控股,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),41,中芯国际,00981,00981.HK,HK,hk_equity,11000.0,49.82,548065.37,47.09,518015.91,-30049.46,11028101H00981,中芯国际,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),42,五矿资源,01208,01208.HK,HK,hk_equity,36000.0,2.96,106719.32,2.65,95288.36,-11430.96,11028101H01208,五矿资源,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),43,小米集团－Ｗ,01810,01810.HK,HK,hk_equity,4800.0,42.83,205598.22,48.36,232104.05,26505.83,11028101H01810,小米集团－Ｗ,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),44,安踏体育,02020,02020.HK,HK,hk_equity,8400.0,87.89,738240.36,83.71,703158.54,-35081.82,11028101H02020,安踏体育,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),45,长城汽车,02333,02333.HK,HK,hk_equity,44000.0,14.26,627361.17,13.47,592606.08,-34755.09,11028101H02333,长城汽车,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),46,紫金矿业,02899,02899.HK,HK,hk_equity,24000.0,17.14,411464.85,16.67,400009.1,-11455.75,11028101H02899,紫金矿业,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),47,洛阳钼业,03993,03993.HK,HK,hk_equity,21000.0,5.77,121157.18,6.21,130418.23,9261.05,11028101H03993,洛阳钼业,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),48,康方生物,09926,09926.HK,HK,hk_equity,23000.0,66.34,1525920.36,66.36,1526269.31,348.95,11028101H09926,康方生物,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),49,阿里巴巴－Ｗ,09988,09988.HK,HK,hk_equity,4400.0,110.29,485285.69,121.68,535403.13,50117.44,11028101H09988,阿里巴巴－Ｗ,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),50,泡泡玛特,09992,09992.HK,HK,hk_equity,400.0,111.46,44584.18,143.76,57502.24,12918.06,11028101H09992,泡泡玛特,正常交易,,
data_samples\raw\估值表_PRODUCT_021_20250327.xls,CUSTODIAN_GROUP_005,Sheet1,2025-03-27,PRODUCT_021,,CUSTODIAN_005,CUSTODIAN_GROUP_005,csc,mapping(product_id),55,恒指科技,513180,513180.SH,SH,fund_or_etf,291500.0,0.78,227370.0,0.771,224746.5,-2623.5,11050301513180,恒指科技,正常交易,,
data_samples\raw\证券投资基金估值表_PRODUCT_023_2025-03-27.xlsx,CUSTODIAN_GROUP_008,Sheet1,2025-03-27,PRODUCT_023,,CUSTODIAN_008,CUSTODIAN_GROUP_008,greatwall,mapping(product_id),23,金风科技,02208,02208.HK,HK,hk_equity,151000.0,5.15,777364.82,5.04,761231.32,-16133.5,11028101H02208,金风科技,正常交易,,
data_samples\raw\证券投资基金估值表_PRODUCT_023_2025-03-27.xlsx,CUSTODIAN_GROUP_008,Sheet1,2025-03-27,PRODUCT_023,,CUSTODIAN_008,CUSTODIAN_GROUP_008,greatwall,mapping(product_id),24,长城汽车,02333,02333.HK,HK,hk_equity,93500.0,12.68,1185224.45,13.47,1259287.92,74063.47,11028101H02333,长城汽车,正常交易,,
